Date,NFLX_AdjClose,GLD_NAV,NFLX_logret,GLD_logret
2005-01-20,1.584286,42.260171,0.0018049639816916652,-0.004848171077010299
2005-01-21,1.577143,42.299692,-0.004518850276255204,0.0009347461425672776
2005-01-24,1.591429,42.703126,0.009017372370266896,0.009492321284039207
2005-01-25,1.618571,42.417778,0.016911306457197794,-0.006704559173660307
2005-01-26,1.575714,42.547257,-0.026835158314387986,0.0030478207942787883
2005-01-27,1.601429,42.416846,0.016187852760498778,-0.0030697929550802527
2005-01-28,1.634286,42.646283,0.020309656074580573,0.0053945242574253705
2005-01-31,1.642857,42.18008,0.00523078763586754,-0.0109920472265439
2005-02-01,1.64,42.054681,-0.0017405575212585678,-0.002977371601630807
2005-02-02,1.602857,42.124168,-0.02290857992343376,0.0016509376549631583
2005-02-03,1.7,41.614101,0.058840589149497136,-0.012182561558379046
2005-02-04,1.717143,41.553691,0.010033612184249918,-0.0014527260895462746
2005-02-07,1.647143,41.402441,-0.0416195912905008,-0.003646509641938689
2005-02-08,1.642857,41.072243,-0.002605472598553926,-0.008007299895067543
2005-02-09,1.638571,41.076789,-0.002612278823308223,0.0001106768976812944
2005-02-10,1.618571,41.511001,-0.012280859333250682,0.010515258996969479
2005-02-11,1.592857,41.845286,-0.016014402036094888,0.00802067376340565
2005-02-14,1.594286,42.378494,0.000896727944593334,0.012661866369970909
2005-02-15,1.607143,42.398014,0.008032081374695632,0.00046050493952787264
2005-02-16,1.564286,42.267651,-0.02702857862841901,-0.003079479810888408
2005-02-17,1.5,42.581943,-0.041964381747417345,0.0074082484688600125
2005-02-18,1.525714,42.66641,0.016997389102635985,0.0019816694321805883
2005-02-22,1.458571,43.239093,-0.045005307919161464,0.013333056994399684
2005-02-23,1.455714,43.213639,-0.001960687383191828,-0.0005888535884674972
2005-02-24,1.485714,43.328075,0.020398962875855797,0.00264464525624053
2005-02-25,1.57,43.377561,0.05518015457591385,0.0011414714811199822
2005-02-28,1.528571,43.496041,-0.026742307321540704,0.002727642706882083
2005-03-01,1.541429,43.295721,0.008376596211233045,-0.0046161145042771246
2005-03-02,1.525714,43.12543,-0.0102474110391087,-0.003940961638004836
2005-03-03,1.508571,42.970123,-0.01129965207894762,-0.003607786071316621
2005-03-04,1.528571,43.294304,0.013170466906823275,0.007516018766232868
2005-03-07,1.512857,43.247929,-0.01033339590938509,-0.0010717311728920542
2005-03-08,1.445714,43.671999,-0.0453965989537628,0.009757793743159215
2005-03-09,1.43,43.896278,-0.01092887290371225,0.005122391306214613
2005-03-10,1.412857,43.965722,-0.012060548804748106,0.001580751962405369
2005-03-11,1.347143,44.314864,-0.047627841832481865,0.00790986639725988
2005-03-14,1.357143,44.138595,0.007395701179748304,-0.003985581464574839
2005-03-15,1.314286,44.008251,-0.032088202423372125,-0.002957430717449583
2005-03-16,1.31,44.242517,-0.0032664151779018824,0.0053091107437013285
2005-03-17,1.314286,43.802504,0.0032664151779018824,-0.009995265110956275
2005-03-18,1.314286,43.65718,0.0,-0.0033232256760595824
2005-03-21,1.33,43.211223,0.011885389842700378,-0.010267505845310776
2005-03-22,1.307143,43.155808,-0.017335102711934336,-0.0012832444733317239
2005-03-23,1.312857,42.665861,0.004361838976620069,-0.011417916442663323
2005-03-24,1.29,42.455619,-0.01756346012476745,-0.004939820772005721
2005-03-28,1.397143,42.453758,0.07978721886731543,-4.3834970083533875e-05
2005-03-29,1.442857,42.548191,0.03219573854109842,0.0022219029083712094
2005-03-30,1.464286,42.582687,0.01474257586904143,0.0008104227913174888
2005-03-31,1.55,42.687108,0.05688717928011927,0.0024491920544149615
2005-04-01,1.547143,42.651678,-0.0018449266374702677,-0.0008303376154339404
2005-04-04,1.565714,42.325692,0.011931945689102663,-0.007672339096628011
2005-04-05,1.545714,42.395128,-0.012856010462666156,0.0016391724146962439
2005-04-06,1.585714,42.509499,0.025548839562657244,0.0026941068636321397
2005-04-07,1.605714,42.733711,0.012533738391494076,0.005260536693911799
2005-04-08,1.715714,42.453644,0.06626080303439874,-0.006575342292533648
2005-04-11,1.698571,42.831702,-0.010042011174194232,0.008865778098393395
2005-04-12,1.667143,42.661477,-0.01867592640152682,-0.003982194297640351
2005-04-13,1.73,42.680981,0.03701002557673705,0.00045707613295054017
2005-04-14,1.711429,42.276097,-0.01079271446036667,-0.009531567583597411
2005-04-15,1.67,42.390468,-0.024505067620657184,0.0027016820528142915
2005-04-18,1.618571,42.503909,-0.03127996522785709,0.0026725225280790355
2005-04-19,1.66,42.673198,0.025273941167645197,0.003974993489863632
2005-04-20,1.635714,43.246901,-0.014738196096020895,0.013354535970238945
2005-04-21,1.735714,43.326311,0.05933944984974615,0.0018345171776896763
2005-04-22,1.6,43.38575,-0.08141522687644148,0.0013709513676460894
2005-04-25,1.642857,43.214569,0.026433170111629933,-0.003953362410824557
2005-04-26,1.614286,43.623504,-0.017544045703249134,0.009418403904990491
2005-04-27,1.642857,43.358409,0.017544045703249134,-0.006095424017221962
2005-04-28,1.644286,43.173201,0.0008694480830434004,-0.0042807081208744435
2005-04-29,1.65,43.492265,0.003469040472080187,0.007363150658637796
2005-05-02,1.652857,43.490835,0.0017300178073554884,-3.287995024647827e-05
2005-05-03,1.648571,42.711485,-0.0025964536605762034,-0.018082372617494347
2005-05-04,1.657143,42.800861,0.0051861832046301015,0.0020903655840522894
2005-05-05,1.634286,42.835331,-0.013889023542400514,0.0008050335040961087
2005-05-06,1.652857,42.435558,0.011299293998346616,-0.009376609853950946
2005-05-09,1.658571,42.469102,0.003451082536676031,0.0007901569064703295
2005-05-10,1.654286,42.658306,-0.0025868924554280914,0.004445203160729605
2005-05-11,1.85,42.528065,0.11181614328914091,-0.003057791990702885
2005-05-12,1.975714,42.342921,0.06574421291794974,-0.00436295847183521
2005-05-13,2.04,41.918197,0.03201995584794182,-0.010081223871021727
2005-05-16,2.121429,41.84195,0.03914011035745191,-0.001820603802442644
2005-05-17,2.068571,41.916361,-0.025231887493661898,0.0017768032494465125
2005-05-18,2.214286,41.890945,0.06807197318222225,-0.0006065342508247973
2005-05-19,2.304286,41.995303,0.039840863172219576,0.0024880849084167878
2005-05-20,2.275714,41.71533,-0.012477017756999054,-0.006689091550029058
2005-05-23,2.221429,41.713959,-0.024143166821401496,-3.286615567654749e-05
2005-05-24,2.062857,41.74345,-0.07405876733866934,0.0007067317708724374
2005-05-25,2.077143,41.752975,0.006901476668561557,0.00022815348181204342
2005-05-26,2.091429,41.712587,0.0068541725700155265,-0.0009677764621596197
2005-05-27,2.078571,41.737086,-0.006166926019264052,0.0005871563020707349
2005-05-31,2.041429,41.355918,-0.01803058555314041,-0.009174555144265462
2005-06-01,2.071429,41.445308,0.014588654444286253,0.0021591476128000053
2005-06-02,2.125714,41.948813,0.02586903867327539,0.012075458371253234
2005-06-03,2.095714,42.262703,-0.014213439174105114,0.007454834412198519
2005-06-06,2.174286,42.490839,0.03680602801734634,0.005383528419222738
2005-06-07,2.142857,42.315735,-0.014560349404034723,-0.004129497056056142
2005-06-08,2.122857,42.360178,-0.009377162440681097,0.001049720103543983
2005-06-09,2.235714,42.155137,0.05179781719576704,-0.004852171521407822
2005-06-10,2.415714,42.159665,0.07743425544664373,0.0001074070008337813
2005-06-13,2.38,42.811927,-0.014894407898574102,0.015352773710037848
2005-06-14,2.428571,42.586922,0.02020253084691559,-0.0052695211538171804
2005-06-15,2.45,42.771074,0.008785006026336806,0.004314822145238484
2005-06-16,2.518571,43.199718,0.027603652633323095,0.009971934468287369
2005-06-17,2.46,43.648316,-0.023530327245687377,0.010330734479879755
2005-06-20,2.455714,43.831499,-0.0017437959515468338,0.004188012234455751
2005-06-21,2.38,43.416875,-0.03131706630934128,-0.009504523746970861
2005-06-22,2.36,43.596028,-0.008438868645864628,0.004117854869271298
2005-06-23,2.292857,43.810107,-0.028862980822104922,0.004898498899964743
2005-06-24,2.252857,43.949338,-0.017599449707322967,0.0031730172590593853
2005-06-27,2.284286,43.823151,0.013854314360624675,-0.0028753220599071483
2005-06-28,2.297143,43.593143,0.005612674015844421,-0.005262372042271313
2005-06-29,2.334286,43.472912,0.01603988589099692,-0.002761835859548256
2005-06-30,2.344286,43.602169,0.00427481514802619,0.002968865339120441
2005-07-01,2.364286,43.152616,0.008495195690089719,-0.010363855408044742
2005-07-05,2.348571,42.267885,-0.006669015522720589,-0.020715463575268434
2005-07-06,2.39,42.242482,0.017486307852467187,-0.0006011806992884949
2005-07-07,2.418571,42.411606,0.011883503946059304,0.003995654055333198
2005-07-08,2.387143,42.331336,-0.013079616493086865,-0.001894435621709878
2005-07-11,2.458571,42.309993,0.029483033454470453,-0.0005043162886151364
2005-07-12,2.407143,42.51403,-0.021139719760625564,0.004810839814147094
2005-07-13,2.361429,42.33899,-0.01917362282443047,-0.004125728189493305
2005-07-14,2.357143,42.318575,-0.0018166518085257488,-0.0004822959506505242
2005-07-15,2.342857,41.724562,-0.006079167658052609,-0.014136142771417504
2005-07-18,2.325714,41.977568,-0.007344036130277232,0.006045408176579059
2005-07-19,2.341429,41.81251,0.006734338069895873,-0.003939803314257695
2005-07-20,2.412857,42.101345,0.030050095818915934,0.006884110870136961
2005-07-21,2.378571,42.310372,-0.014311635366819342,0.0049525690195348915
2005-07-22,2.342857,42.384725,-0.015128762391715234,0.0017557809539101576
2005-07-25,2.422857,42.423234,0.03357629754695002,0.0009081459594284524
2005-07-26,2.715714,42.208294,0.11410747989105585,-0.005079441839543897
2005-07-27,2.788571,42.282648,0.026474376003863043,0.0017600471111869354
2005-07-28,2.701429,42.521597,-0.031748385979837535,0.005635322438292345
2005-07-29,2.651429,42.780495,-0.01868215232060011,0.0060701628505133165
2005-08-01,2.762857,43.04344,0.04116654932286623,0.006127563895394594
2005-08-02,2.795714,42.97815,0.011822240891900204,-0.0015179912981682087
2005-08-03,2.984286,43.33668,0.0652729920973194,0.008307542562527193
2005-08-04,2.948571,43.735097,-0.012039876043544062,0.009151525198078936
2005-08-05,2.995714,43.699714,0.015861954274965617,-0.0008093573149374755
2005-08-08,3.108571,43.493846,0.03698053458060557,-0.004722100635435211
2005-08-09,3.048571,43.204173,-0.019490178827556326,-0.006682369015191814
2005-08-10,2.981429,43.527799,-0.022270240456424784,0.007462703648555724
2005-08-11,3.0,43.946157,0.006209572887318826,0.009565388579393819
2005-08-12,3.157143,44.593874,0.05105521604915175,0.014631315296943281
2005-08-15,3.138571,44.218447,-0.005899903925906003,-0.008454440374653593
2005-08-16,3.177143,44.168101,0.012214764499740571,-0.0011392232547660086
2005-08-17,3.127143,44.067895,-0.01586255712867879,-0.0022713189088796604
2005-08-18,3.058571,43.833063,-0.022171994737587575,-0.005343117163357558
2005-08-19,3.054286,43.832583,-0.0014019633378787866,-1.0950697836964451e-05
2005-08-22,3.064286,43.831142,0.00326873947185069,-3.2875627863582224e-05
2005-08-23,3.014286,43.800745,-0.01645160334536877,-0.0006937429344442414
2005-08-24,3.005714,43.865084,-0.0028478424562756732,0.001467824174721244
2005-08-25,3.008571,43.749922,0.0009500714432062463,-0.002628820599996917
2005-08-26,3.027143,43.540025,0.006154055216601506,-0.004809199953996757
2005-08-29,3.134286,43.538594,0.034782126532504565,-3.2866851049195844e-05
2005-08-30,3.057143,42.929808,-0.024920577248006115,-0.014081353310302358
2005-08-31,3.08,43.188617,0.007448777284019714,0.0060105553291469604
2005-09-01,3.064286,43.821379,-0.005115007426681473,0.01454483816203389
2005-09-02,3.077143,44.21966,0.004186979539381852,0.009047683250432925
2005-09-06,3.251429,44.272549,0.05509302291481788,0.0011953370109103467
2005-09-07,3.227143,44.361784,-0.007497366321028931,0.0020135545026223056
2005-09-08,3.441429,44.710213,0.06428956641248762,0.007823576184743608
2005-09-09,3.567143,44.679816,0.03587820317996537,-0.0006800982505921205
2005-09-12,3.601429,44.688316,0.009565715860479385,0.00019022440853166955
2005-09-13,3.481429,44.393743,-0.03388786946093614,-0.006613544343255118
2005-09-14,3.381429,44.782045,-0.029144440470685318,0.008708741752552207
2005-09-15,3.345714,45.329846,-0.010618277496125428,0.012158389801692149
2005-09-16,3.457143,45.568604,0.03276240171248257,0.005253302979033592
2005-09-19,3.324286,46.294837,-0.03918761122318526,0.01581147237783176
2005-09-20,3.311429,46.324237,-0.003875095928255856,0.0006348584523196976
2005-09-21,3.238571,46.752392,-0.022247635147564226,0.009200118753626807
2005-09-22,3.374286,46.467766,0.04105156325726922,-0.0061065522861332155
2005-09-23,3.452857,46.108377,0.023018257898569372,-0.00776422075442218
2005-09-26,3.424286,46.012157,-0.00830902145786716,-0.0020890029793241283
2005-09-27,3.471429,46.250906,0.013673341919365312,0.005175408774463985
2005-09-28,3.462857,46.24043,-0.0024723538562978487,-0.00022652932691569205
2005-09-29,3.485714,47.077309,0.006578930384952386,0.017936599100764283
2005-09-30,3.712857,47.161528,0.06312875984512134,0.0017873527539546963
2005-10-03,3.805714,46.447203,0.02470196042004935,-0.015262227321979793
2005-10-04,3.855714,46.581229,0.013052582331281037,0.002881400661012723
2005-10-05,3.712857,46.187084,-0.03775454275133039,-0.008497456920634416
2005-10-06,3.668571,47.01371,-0.01199944817773746,0.01773906939896497
2005-10-07,3.892857,47.102883,0.05934112241268097,0.0018949480392627116
2005-10-10,4.098571,47.151162,0.051495041015212406,0.0010244441863975773
2005-10-11,4.03,47.379851,-0.01687200041331205,0.004838400412279675
2005-10-12,3.93,47.33947,-0.025126950077421828,-0.0008526455219506346
2005-10-13,3.985714,46.780886,0.014077042206246393,-0.011869707722406808
2005-10-14,4.108571,46.431583,0.03035881139856733,-0.007494804908316333
2005-10-17,4.157143,47.277119,0.011752780000410468,0.01804654059887234
2005-10-18,3.921429,47.027465,-0.05837193129655627,-0.005294643645689767
2005-10-19,4.05,46.419057,0.03226075292861008,-0.013021706619028794
2005-10-20,3.661429,46.259101,-0.1008633727474566,-0.003451863141857636
2005-10-21,3.735714,46.114095,0.020085456602789042,-0.0031395713342909914
2005-10-24,3.852857,46.436456,0.0308759860443093,0.006966188750644697
2005-10-25,3.915714,47.048822,0.01618273727521813,0.013100988128638136
2005-10-26,3.568571,47.142979,-0.09283245274727348,0.001999261726878032
2005-10-27,3.7,47.262047,0.03616758410414467,0.0025224941548254165
2005-10-28,3.754286,46.897791,0.014565301014415333,-0.007737010275417955
2005-10-31,3.772857,46.896249,0.004934418724687362,-3.288055403416479e-05
2005-11-01,3.668571,45.774624,-0.02803032644527126,-0.024207817139552112
2005-11-02,3.874286,45.903626,0.054559174819181155,0.0028142353315088187
2005-11-03,3.868571,46.007723,-0.0014761995573022713,0.0022651619335882778
2005-11-04,3.941429,45.872734,0.018658159703035082,-0.0029383636418862658
2005-11-07,3.972857,45.47275,0.007942135323346866,-0.00875766461428551
2005-11-08,4.08,45.980308,0.026611505183799178,0.011099972432090155
2005-11-09,4.021429,46.074442,-0.014459676313753889,0.002045174916264436
2005-11-10,4.221429,46.51724,0.048536384217314765,0.009564603776229585
2005-11-11,4.295714,46.491826,0.01744408511401785,-0.0005464843745976999
2005-11-14,4.145714,46.565011,-0.03554275195091061,0.0015729100074306501
2005-11-15,3.992857,46.639215,-0.03756801471511961,0.0015922886517607537
2005-11-16,3.962857,47.385842,-0.007541784985273914,0.015881781246291915
2005-11-17,4.107143,48.421355,0.035762423188309356,0.021617443321792607
2005-11-18,4.06,48.390939,-0.011544679357013088,-0.0006283499697001815
2005-11-21,4.101429,48.698164,0.010152475957220686,0.006328743719869134
2005-11-22,4.171429,49.061235,0.016923213387781688,0.0074278825982037056
2005-11-23,4.145714,48.562608,-0.006183633475905115,-0.010215359707121063
2005-11-25,4.178571,49.388362,0.007894292575705952,0.016860957330738113
2005-11-28,3.94,49.3967,-0.05878859874860187,0.00016881094876053382
2005-11-29,3.857143,49.396159,-0.02125396932379031,-1.0952208600478741e-05
2005-11-30,3.934286,49.360751,0.01980266288078192,-0.0007170739043416141
2005-12-01,3.872857,49.76864,-0.01573693929833153,0.008229472568723306
2005-12-02,3.955714,50.041965,0.02116863833081073,0.0054768866139545125
2005-12-05,3.957143,50.354024,0.00036118433974841047,0.006216583114349472
2005-12-06,3.964286,50.214048,0.0018034629701380034,-0.0027837083401553997
2005-12-07,3.911429,51.323911,-0.013422982835187725,0.021861916762701217
2005-12-08,3.928571,51.353225,0.004372966152285107,0.0005709937370368401
2005-12-09,3.677143,52.32863,-0.06613965456359172,0.018815901343164576
2005-12-12,3.585714,53.422383,-0.02517847456155864,0.020686175417689245
2005-12-13,3.435714,52.027558,-0.04273285306477659,-0.02645627570776954
2005-12-14,3.49,50.732338,0.015676971877965684,-0.02521000209531632
2005-12-15,3.705714,50.408119,0.05997421651764334,-0.006411284271192752
2005-12-16,3.757143,50.482258,0.013782875419239282,0.0014696944455865335
2005-12-19,3.66,50.654878,-0.02619568073794354,0.0034135862344806256
2005-12-20,3.587143,50.031898,-0.02010708347432444,-0.012374772035253834
2005-12-21,3.912857,48.686912,0.08691173377104722,-0.027250515481956228
2005-12-22,3.942857,49.781843,0.007637789725908561,0.022240072618662676
2005-12-23,3.961429,50.139813,0.004699231322541353,0.007165044011073984
2005-12-27,3.854286,50.138164,-0.0274190429051695,-3.288857732242079e-05
2005-12-28,3.885714,51.571117,0.008120974863945696,0.02817929311944045
2005-12-29,3.892857,51.072621,0.0018365846394674534,-0.00971320665013975
2005-12-30,3.865714,51.072061,-0.006996935579195229,-1.0964839070481958e-05
2006-01-03,3.721429,52.762784,-0.03803866547029222,0.03256849748602608
2006-01-04,3.571429,52.712414,-0.04114193849432346,-0.0009551061251209525
2006-01-05,3.561429,52.238939,-0.0028039269957909063,-0.00902281292504048
2006-01-06,3.575714,53.283711,0.004003007667161773,0.01980250005279771
2006-01-09,3.571429,53.904188,-0.0011990806713708668,0.011577499632396737
2006-01-10,3.632857,54.102711,0.017053595242200403,0.003676121162736745
2006-01-11,3.55,54.191719,-0.023071787567756408,0.0016438152921178784
2006-01-12,3.674286,54.001967,0.034411224587275635,-0.0035076389679820075
2006-01-13,3.651429,54.573825,-0.006240230249694223,0.010533900372860394
2006-01-17,3.68,55.069185,0.007794154355933891,0.009035931618939674
2006-01-18,3.55,54.247242,-0.0359651486935153,-0.01503815140003173
2006-01-19,3.631429,55.217323,0.02267863123597258,0.01772457409628725
2006-01-20,3.352857,56.46117,-0.07981341652326313,0.022276418731278724
2006-01-23,3.325714,55.189972,-0.008128430302766665,-0.022771875133130948
2006-01-24,3.534286,55.463147,0.06082691085250169,0.004937512063769134
2006-01-25,4.084286,55.91054,0.14463562848366518,0.008034131194685656
2006-01-26,4.142857,55.387268,0.014238719214967555,-0.00940316552534437
2006-01-27,3.974286,55.90932,-0.041540537117694454,0.009381344714621598
2006-01-30,3.942857,56.231028,-0.00793952189480085,0.005737611632110173
2006-01-31,3.935714,56.603733,-0.0018132734875799805,0.006606232905030041
2006-02-01,3.872857,56.553337,-0.016099836379823707,-0.0008907265508373285
2006-02-02,3.728571,56.940861,-0.03796742723770352,0.006828992368726361
2006-02-03,3.73,56.626737,0.0003831833249250405,-0.005531944086353491
2006-02-06,3.754286,56.699518,0.006489887008870099,0.0012844509863363385
2006-02-07,3.702857,55.59916,-0.01379343681608125,-0.019597616586997546
2006-02-08,3.591429,54.60829,-0.0305545104099898,-0.01798239050128725
2006-02-09,3.511429,55.752214,-0.022527096305507532,0.02073141982871718
2006-02-10,3.632857,55.428151,0.03399631392206515,-0.005829517068525192
2006-02-13,3.604286,54.659996,-0.007895698186721312,-0.01395549816738395
2006-02-14,3.512857,53.703969,-0.02569402636251028,-0.017645197922173672
2006-02-15,3.564286,53.783,0.014534086796682555,0.0014705227057176806
2006-02-16,3.592857,53.608244,0.00798395442647104,-0.0032545698838268855
2006-02-17,3.568571,54.896488,-0.006782472182968569,0.023746513393180457
2006-02-21,3.677143,55.122984,0.029970856416671188,0.004117386056527117
2006-02-22,3.767143,55.022856,0.024180797269056864,-0.0018180991235068333
2006-02-23,3.672857,54.84311,-0.025347055904649585,-0.0032720990296999375
2006-02-24,3.711429,55.136104,0.010447144333461944,0.00532818307218097
2006-02-27,3.79,55.04472,0.020949041433760307,-0.0016588008264397658
2006-02-28,3.83,55.317807,0.010498784098219804,0.004948918166137517
2006-03-01,3.835714,56.138271,0.0014907942191071388,0.014722908526120904
2006-03-02,3.83,56.087912,-0.0014907942191071388,-0.0008974555141030294
2006-03-03,3.822857,56.211658,-0.00186675435704875,0.002203856169458618
2006-03-06,3.66,56.234681,-0.04353490142223104,0.000409493106248604
2006-03-07,3.637143,55.015339,-0.006264664062030745,-0.02192162895736338
2006-03-08,3.59,54.193962,-0.013046280851056746,-0.015042537232830444
2006-03-09,3.607143,54.725628,0.004763843769827636,0.009762618876808293
2006-03-10,3.65,53.222761,0.011811121324384999,-0.027845975705964587
2006-03-13,3.585714,54.066708,-0.017769550193253325,0.01573247430446223
2006-03-14,3.631429,54.294951,0.012668617322150189,0.0042126216900517655
2006-03-15,3.587143,55.35894,-0.012270170784346446,0.019406924536007786
2006-03-16,3.638571,54.985232,0.014234958211464699,-0.006773523640714707
2006-03-17,3.738571,54.984629,0.02711243070124114,-1.0966641124099397e-05
2006-03-20,3.868571,55.281303,0.034181735354232856,0.005381076647929639
2006-03-21,3.881429,54.459873,0.003318196592947631,-0.014970594837232287
2006-03-22,4.007143,54.782631,0.031875133765178365,0.005909035903032933
2006-03-23,4.041429,54.359064,0.008519823738680321,-0.007761820567492084
2006-03-24,4.095714,55.378247,0.013342718777936913,0.018575492623436052
2006-03-27,4.127143,56.197226,0.007644338956250829,0.014680533035731358
2006-03-28,4.004286,56.445337,-0.030220112563379642,0.004405286858541579
2006-03-29,4.172857,56.195992,0.04123564563598081,-0.004427245478856534
2006-03-30,4.091429,58.085702,-0.01970663532375516,0.03307410299831837
2006-03-31,4.141429,57.88608,0.012146599576476014,-0.0034425994618496603
2006-04-03,4.018571,58.38163,-0.030114530563466024,0.008524344389947203
2006-04-04,3.915714,58.480486,-0.02592867850543157,0.001691840383582388
2006-04-05,4.094286,58.330658,0.04459465483507308,-0.0025653045939781904
2006-04-06,4.035714,58.926778,-0.0144091053877069,0.01016780097037806
2006-04-07,3.991429,58.652617,-0.011033925594235106,-0.004663427582031865
2006-04-10,4.035714,59.396638,0.011033925594235106,0.012605430705322718
2006-04-11,4.074286,59.445717,0.009512278876332658,0.0008259513670889618
2006-04-12,4.102857,59.395336,0.006988043688761492,-0.0008478720399454076
2006-04-13,4.17,58.97198,0.016232475504942112,-0.00715328892382594
2006-04-17,4.171429,58.969395,0.0003426271479334275,-4.383533769036774e-05
2006-04-18,4.257143,61.131996,0.020339615054448368,0.03601681472758411
2006-04-19,4.44,62.12592,0.04205609843104163,0.016127897926852874
2006-04-20,4.444286,62.150107,0.000964849698106951,0.0003892464361667791
2006-04-21,4.4,62.000237,-0.010014685218024955,-0.0024143319779978967
2006-04-24,4.462857,61.898739,0.014184602981712535,-0.0016383997024265184
2006-04-25,4.525714,63.116438,0.01398621085366858,0.019481434836610134
2006-04-26,4.497143,63.190341,-0.006333048499507221,0.001170214441674311
2006-04-27,4.47,63.438297,-0.00605389763461206,0.003916275509695311
2006-04-28,4.234286,64.034359,-0.05417368977652348,0.009352065973250667
2006-05-01,4.228571,64.032253,-0.0013506079256091486,-3.2889134291558264e-05
2006-05-02,4.314286,65.722362,0.02006773062732936,0.026052323333298766
2006-05-03,4.244286,66.974831,-0.016358233814071976,0.01887765922164686
2006-05-04,4.284286,66.964154,0.009380302657896245,-0.00015943080384861474
2006-05-05,4.328571,67.41086,0.010283554055605881,0.006648671241003434
2006-05-08,4.285714,67.160066,-0.009950298509931121,-0.003727317598372082
2006-05-09,4.388571,68.725371,0.02371649562773004,0.023039617426731773
2006-05-10,4.415714,69.584697,0.0061658808168272294,0.012426240112212383
2006-05-11,4.251429,71.135061,-0.037914380668706116,0.022035665151572736
2006-05-12,4.227143,72.078878,-0.005728810564018749,0.01318070951400685
2006-05-15,4.064286,68.347839,-0.039288269336211545,-0.05315110114991306
2006-05-16,4.094286,68.794531,0.007354261312586763,0.006514304509347646
2006-05-17,4.012857,69.539512,-0.02008888666739983,0.010770858510602999
2006-05-18,3.958571,68.942161,-0.013620354905577559,-0.008627202315735438
2006-05-19,3.981429,64.765275,0.0057576985257608015,-0.062498326601702736
2006-05-22,4.0,64.862578,0.004653561038726384,0.0015012671431833269
2006-05-23,3.99,66.278771,-0.0025031302181184323,0.021598802602698086
2006-05-24,3.991429,64.463413,0.0003580812446666304,-0.02777182728967542
2006-05-25,4.107143,63.866116,0.02857834082421551,-0.009308867847956925
2006-05-26,4.118571,63.840558,0.00277860556606524,-0.0004002609971847093
2006-05-30,3.928571,65.652389,-0.04723051201042239,0.027985296328535192
2006-05-31,3.955714,64.905932,0.0068853693730162036,-0.011434968343107421
