Date,NFLX_AdjClose,GLD_NAV
2005-06-27,2.284286,43.823151
2005-06-28,2.297143,43.593143
2005-06-29,2.334286,43.472912
2005-06-30,2.344286,43.602169
2005-07-01,2.364286,43.152616
2005-07-05,2.348571,42.267885
2005-07-06,2.39,42.242482
2005-07-07,2.418571,42.411606
2005-07-08,2.387143,42.331336
2005-07-11,2.458571,42.309993
2005-07-12,2.407143,42.51403
2005-07-13,2.361429,42.33899
2005-07-14,2.357143,42.318575
2005-07-15,2.342857,41.724562
2005-07-18,2.325714,41.977568
2005-07-19,2.341429,41.81251
2005-07-20,2.412857,42.101345
2005-07-21,2.378571,42.310372
2005-07-22,2.342857,42.384725
2005-07-25,2.422857,42.423234
2005-07-26,2.715714,42.208294
2005-07-27,2.788571,42.282648
2005-07-28,2.701429,42.521597
2005-07-29,2.651429,42.780495
2005-08-01,2.762857,43.04344
2005-08-02,2.795714,42.97815
2005-08-03,2.984286,43.33668
2005-08-04,2.948571,43.735097
2005-08-05,2.995714,43.699714
2005-08-08,3.108571,43.493846
2005-08-09,3.048571,43.204173
2005-08-10,2.981429,43.527799
2005-08-11,3.0,43.946157
2005-08-12,3.157143,44.593874
2005-08-15,3.138571,44.218447
2005-08-16,3.177143,44.168101
2005-08-17,3.127143,44.067895
2005-08-18,3.058571,43.833063
2005-08-19,3.054286,43.832583
2005-08-22,3.064286,43.831142
2005-08-23,3.014286,43.800745
2005-08-24,3.005714,43.865084
2005-08-25,3.008571,43.749922
2005-08-26,3.027143,43.540025
2005-08-29,3.134286,43.538594
2005-08-30,3.057143,42.929808
2005-08-31,3.08,43.188617
2005-09-01,3.064286,43.821379
2005-09-02,3.077143,44.21966
2005-09-06,3.251429,44.272549
2005-09-07,3.227143,44.361784
2005-09-08,3.441429,44.710213
2005-09-09,3.567143,44.679816
2005-09-12,3.601429,44.688316
2005-09-13,3.481429,44.393743
2005-09-14,3.381429,44.782045
2005-09-15,3.345714,45.329846
2005-09-16,3.457143,45.568604
2005-09-19,3.324286,46.294837
2005-09-20,3.311429,46.324237
2005-09-21,3.238571,46.752392
2005-09-22,3.374286,46.467766
2005-09-23,3.452857,46.108377
2005-09-26,3.424286,46.012157
2005-09-27,3.471429,46.250906
2005-09-28,3.462857,46.24043
2005-09-29,3.485714,47.077309
2005-09-30,3.712857,47.161528
2005-10-03,3.805714,46.447203
2005-10-04,3.855714,46.581229
2005-10-05,3.712857,46.187084
2005-10-06,3.668571,47.01371
2005-10-07,3.892857,47.102883
2005-10-10,4.098571,47.151162
2005-10-11,4.03,47.379851
2005-10-12,3.93,47.33947
2005-10-13,3.985714,46.780886
2005-10-14,4.108571,46.431583
2005-10-17,4.157143,47.277119
2005-10-18,3.921429,47.027465
2005-10-19,4.05,46.419057
2005-10-20,3.661429,46.259101
2005-10-21,3.735714,46.114095
2005-10-24,3.852857,46.436456
2005-10-25,3.915714,47.048822
2005-10-26,3.568571,47.142979
2005-10-27,3.7,47.262047
2005-10-28,3.754286,46.897791
2005-10-31,3.772857,46.896249
2005-11-01,3.668571,45.774624
2005-11-02,3.874286,45.903626
2005-11-03,3.868571,46.007723
2005-11-04,3.941429,45.872734
2005-11-07,3.972857,45.47275
2005-11-08,4.08,45.980308
2005-11-09,4.021429,46.074442
2005-11-10,4.221429,46.51724
2005-11-11,4.295714,46.491826
2005-11-14,4.145714,46.565011
2005-11-15,3.992857,46.639215
2005-11-16,3.962857,47.385842
2005-11-17,4.107143,48.421355
2005-11-18,4.06,48.390939
2005-11-21,4.101429,48.698164
2005-11-22,4.171429,49.061235
2005-11-23,4.145714,48.562608
2005-11-25,4.178571,49.388362
2005-11-28,3.94,49.3967
2005-11-29,3.857143,49.396159
2005-11-30,3.934286,49.360751
2005-12-01,3.872857,49.76864
2005-12-02,3.955714,50.041965
2005-12-05,3.957143,50.354024
2005-12-06,3.964286,50.214048
2005-12-07,3.911429,51.323911
2005-12-08,3.928571,51.353225
2005-12-09,3.677143,52.32863
2005-12-12,3.585714,53.422383
2005-12-13,3.435714,52.027558
2005-12-14,3.49,50.732338
2005-12-15,3.705714,50.408119
2005-12-16,3.757143,50.482258
2005-12-19,3.66,50.654878
2005-12-20,3.587143,50.031898
2005-12-21,3.912857,48.686912
2005-12-22,3.942857,49.781843
2005-12-23,3.961429,50.139813
2005-12-27,3.854286,50.138164
2005-12-28,3.885714,51.571117
2005-12-29,3.892857,51.072621
2005-12-30,3.865714,51.072061
2006-01-03,3.721429,52.762784
2006-01-04,3.571429,52.712414
2006-01-05,3.561429,52.238939
2006-01-06,3.575714,53.283711
2006-01-09,3.571429,53.904188
2006-01-10,3.632857,54.102711
2006-01-11,3.55,54.191719
2006-01-12,3.674286,54.001967
2006-01-13,3.651429,54.573825
2006-01-17,3.68,55.069185
2006-01-18,3.55,54.247242
2006-01-19,3.631429,55.217323
2006-01-20,3.352857,56.46117
2006-01-23,3.325714,55.189972
2006-01-24,3.534286,55.463147
2006-01-25,4.084286,55.91054
2006-01-26,4.142857,55.387268
2006-01-27,3.974286,55.90932
2006-01-30,3.942857,56.231028
2006-01-31,3.935714,56.603733
2006-02-01,3.872857,56.553337
2006-02-02,3.728571,56.940861
2006-02-03,3.73,56.626737
2006-02-06,3.754286,56.699518
2006-02-07,3.702857,55.59916
2006-02-08,3.591429,54.60829
2006-02-09,3.511429,55.752214
2006-02-10,3.632857,55.428151
2006-02-13,3.604286,54.659996
2006-02-14,3.512857,53.703969
2006-02-15,3.564286,53.783
2006-02-16,3.592857,53.608244
2006-02-17,3.568571,54.896488
2006-02-21,3.677143,55.122984
2006-02-22,3.767143,55.022856
2006-02-23,3.672857,54.84311
2006-02-24,3.711429,55.136104
2006-02-27,3.79,55.04472
2006-02-28,3.83,55.317807
2006-03-01,3.835714,56.138271
2006-03-02,3.83,56.087912
2006-03-03,3.822857,56.211658
2006-03-06,3.66,56.234681
2006-03-07,3.637143,55.015339
2006-03-08,3.59,54.193962
2006-03-09,3.607143,54.725628
2006-03-10,3.65,53.222761
2006-03-13,3.585714,54.066708
2006-03-14,3.631429,54.294951
2006-03-15,3.587143,55.35894
2006-03-16,3.638571,54.985232
2006-03-17,3.738571,54.984629
2006-03-20,3.868571,55.281303
2006-03-21,3.881429,54.459873
2006-03-22,4.007143,54.782631
2006-03-23,4.041429,54.359064
2006-03-24,4.095714,55.378247
2006-03-27,4.127143,56.197226
2006-03-28,4.004286,56.445337
2006-03-29,4.172857,56.195992
2006-03-30,4.091429,58.085702
2006-03-31,4.141429,57.88608
2006-04-03,4.018571,58.38163
2006-04-04,3.915714,58.480486
2006-04-05,4.094286,58.330658
2006-04-06,4.035714,58.926778
2006-04-07,3.991429,58.652617
2006-04-10,4.035714,59.396638
2006-04-11,4.074286,59.445717
2006-04-12,4.102857,59.395336
2006-04-13,4.17,58.97198
2006-04-17,4.171429,58.969395
2006-04-18,4.257143,61.131996
2006-04-19,4.44,62.12592
2006-04-20,4.444286,62.150107
2006-04-21,4.4,62.000237
2006-04-24,4.462857,61.898739
2006-04-25,4.525714,63.116438
2006-04-26,4.497143,63.190341
2006-04-27,4.47,63.438297
2006-04-28,4.234286,64.034359
2006-05-01,4.228571,64.032253
2006-05-02,4.314286,65.722362
2006-05-03,4.244286,66.974831
2006-05-04,4.284286,66.964154
2006-05-05,4.328571,67.41086
2006-05-08,4.285714,67.160066
2006-05-09,4.388571,68.725371
2006-05-10,4.415714,69.584697
2006-05-11,4.251429,71.135061
2006-05-12,4.227143,72.078878
2006-05-15,4.064286,68.347839
2006-05-16,4.094286,68.794531
2006-05-17,4.012857,69.539512
2006-05-18,3.958571,68.942161
2006-05-19,3.981429,64.765275
2006-05-22,4.0,64.862578
2006-05-23,3.99,66.278771
2006-05-24,3.991429,64.463413
2006-05-25,4.107143,63.866116
2006-05-26,4.118571,63.840558
2006-05-30,3.928571,65.652389
2006-05-31,3.955714,64.905932
2006-06-01,4.072857,62.12114
2006-06-02,3.992857,62.841337
2006-06-05,3.897143,63.788503
2006-06-06,3.841429,62.316744
2006-06-07,3.771429,61.396648
2006-06-08,3.968571,61.02324
2006-06-09,3.932857,61.221364
2006-06-12,3.868571,60.543458
2006-06-13,3.934286,58.286506
2006-06-14,3.998571,56.422193
2006-06-15,3.957143,56.595517
2006-06-16,3.874286,57.042178
2006-06-19,4.002857,56.742115
2006-06-20,3.868571,56.34391
2006-06-21,3.881429,57.098699
2006-06-22,3.952857,58.082087
2006-06-23,3.905714,57.594414
2006-06-26,3.957143,57.980162
2006-06-27,3.844286,58.501352
2006-06-28,3.794286,57.904339
2006-06-29,3.88,58.549774
2006-06-30,3.887143,60.959457
2006-07-03,3.891429,61.896734
2006-07-05,3.805714,61.900348
2006-07-06,3.802857,62.197854
2006-07-07,3.807143,62.743678
2006-07-10,3.778571,62.19511
2006-07-11,3.618571,62.66641
2006-07-12,3.512857,64.578489
2006-07-13,3.557143,64.528099
2006-07-14,3.455714,65.893651
2006-07-17,3.401429,64.823318
2006-07-18,3.342857,64.077375
2006-07-19,3.384286,63.738835
2006-07-20,3.335714,63.827564
2006-07-21,3.292857,62.982268
2006-07-24,3.394286,60.168186
2006-07-25,2.682857,61.464232
2006-07-26,2.718571,61.021387
2006-07-27,2.888571,63.475017
2006-07-28,2.978571,63.285529
2006-07-31,2.955714,62.826371
2006-08-01,2.928571,63.297664
2006-08-02,2.977143,65.001073
2006-08-03,2.912857,64.006718
2006-08-04,2.994286,64.785775
2006-08-07,2.954286,64.535314
2006-08-08,2.9,64.162111
2006-08-09,2.88,64.459405
2006-08-10,2.878571,64.036536
2006-08-11,2.84,64.011001
2006-08-14,2.844286,62.032184
2006-08-15,2.85,62.120903
2006-08-16,2.824286,62.542385
2006-08-17,2.861429,62.119537
2006-08-18,2.835714,60.966602
2006-08-21,2.788571,62.067186
2006-08-22,2.677143,61.843008
2006-08-23,2.668571,62.373758
2006-08-24,2.652857,61.940979
2006-08-25,2.674286,61.69197
2006-08-28,2.75,61.689942
2006-08-29,2.765714,60.909508
2006-08-30,2.87,61.340936
2006-08-31,2.86,61.911423
2006-09-01,2.86,61.667381
2006-09-05,2.89,63.323517
2006-09-06,3.002857,63.089392
2006-09-07,2.902857,61.708497
2006-09-08,2.891429,60.565882
2006-09-11,2.945714,58.379311
2006-09-12,3.107143,58.646779
2006-09-13,3.18,58.477328
2006-09-14,3.211429,58.019912
2006-09-15,3.245714,56.946847
2006-09-18,3.19,57.630138
2006-09-19,3.135714,57.927403
2006-09-20,3.21,57.604046
2006-09-21,3.275714,57.454466
2006-09-22,3.287143,58.471654
2006-09-25,3.3,58.04771
2006-09-26,3.282857,58.667694
2006-09-27,3.312857,58.940125
2006-09-28,3.301429,59.857999
2006-09-29,3.254286,59.48497
2006-10-02,3.258571,59.617068
2006-10-03,3.291429,57.79427
2006-10-04,3.314286,56.934696
2006-10-05,3.407143,56.904293
2006-10-06,3.444286,55.657866
2006-10-09,3.428571,57.095394
2006-10-10,3.374286,56.712594
2006-10-11,3.34,56.979991
2006-10-12,3.344286,56.870174
2006-10-13,3.314286,58.169936
2006-10-16,3.317143,59.061418
2006-10-17,3.247143,58.554514
2006-10-18,3.198571,58.950936
2006-10-19,3.162857,59.272905
2006-10-20,3.177143,59.207732
2006-10-23,3.297143,57.830966
2006-10-24,3.91,57.12058
2006-10-25,3.962857,57.631174
2006-10-26,3.964286,59.169168
2006-10-27,3.941429,59.16852
2006-10-30,3.987143,60.382585
2006-10-31,3.951429,59.910409
2006-11-01,3.935714,60.937157
2006-11-02,3.814286,61.596604
2006-11-03,3.814286,61.794459
2006-11-06,3.894286,62.124965
2006-11-07,3.948571,62.089552
2006-11-08,4.125714,61.835822
2006-11-09,4.131429,62.038576
2006-11-10,4.197143,62.439797
2006-11-13,4.212857,61.862183
2006-11-14,4.155714,62.208826
2006-11-15,4.25,61.290226
2006-11-16,4.181429,61.984194
2006-11-17,4.131429,61.561769
2006-11-20,4.154286,62.055917
2006-11-21,4.181429,61.956002
2006-11-22,4.227143,62.679734
2006-11-24,4.194286,63.442463
2006-11-27,4.138571,63.365952
2006-11-28,4.12,63.191598
2006-11-29,4.17,63.24052
2006-11-30,4.182857,64.152772
2006-12-01,4.208571,64.355495
2006-12-04,4.132857,64.080491
2006-12-05,4.141429,64.06987
2006-12-06,4.068571,63.086764
2006-12-07,3.961429,62.267406
2006-12-08,3.95,63.22407
2006-12-11,4.067143,62.165545
2006-12-12,4.052857,62.28886
2006-12-13,4.057143,61.89139
2006-12-14,3.965714,62.227981
2006-12-15,3.942857,61.865231
2006-12-18,3.805714,60.896029
2006-12-19,3.865714,61.540141
2006-12-20,3.908571,61.41547
2006-12-21,3.827143,61.538793
2006-12-22,3.742857,61.463721
2006-12-26,3.834286,61.461027
2006-12-27,3.784286,62.328323
2006-12-28,3.728571,62.674828
2006-12-29,3.694286,63.041169
2007-01-03,3.801429,63.722169
2007-01-04,3.621429,62.342636
2007-01-05,3.544286,60.43738
2007-01-08,3.404286,60.435393
2007-01-09,3.427143,60.444647
2007-01-10,3.438571,60.324992
2007-01-11,3.462857,60.68131
2007-01-12,3.244286,61.449143
2007-01-16,3.248571,62.170317
2007-01-17,3.261429,62.025852
2007-01-18,3.178571,62.957285
2007-01-19,3.222857,62.361629
2007-01-22,3.128571,63.351188
2007-01-23,3.108571,63.697558
2007-01-24,3.25,63.657195
2007-01-25,3.321429,64.613402
2007-01-26,3.307143,63.992937
2007-01-29,3.221429,63.916462
2007-01-30,3.275714,63.960384
2007-01-31,3.258571,64.485237
2007-02-01,3.247143,65.446391
2007-02-02,3.262857,64.007842
2007-02-05,3.228571,64.372631
2007-02-06,3.188571,64.753694
2007-02-07,3.271429,64.802564
2007-02-08,3.392857,65.024964
2007-02-09,3.301429,65.867114
2007-02-12,3.304286,65.869905
2007-02-13,3.271429,66.19136
2007-02-14,3.228571,66.235244
2007-02-15,3.214286,65.887558
2007-02-16,3.267143,65.921532
2007-02-20,3.358571,65.79968
2007-02-21,3.341429,65.536261
2007-02-22,3.392857,67.057201
2007-02-23,3.361429,67.690902
2007-02-26,3.304286,67.961285
2007-02-27,3.157143,67.013844
2007-02-28,3.218571,65.823544
2007-03-01,3.261429,66.437434
2007-03-02,3.184286,64.602785
2007-03-05,3.008571,63.098829
2007-03-06,3.062857,63.792053
2007-03-07,3.025714,64.053973
2007-03-08,3.034286,64.831209
2007-03-09,3.008571,64.632298
2007-03-12,3.011429,64.184222
2007-03-13,2.935714,64.485774
2007-03-14,3.015714,63.73686
2007-03-15,3.022857,64.25644
2007-03-16,3.002857,64.721508
2007-03-19,3.051429,64.897761
2007-03-20,3.211429,65.293452
2007-03-21,3.292857,65.26796
2007-03-22,3.3,65.688424
2007-03-23,3.39,65.018776
2007-03-26,3.322857,65.685566
2007-03-27,3.368571,65.783947
2007-03-28,3.34,66.055752
2007-03-29,3.35,65.485201
2007-03-30,3.312857,65.558808
2007-04-02,3.354286,65.209802
2007-04-03,3.397143,65.803689
2007-04-04,3.504286,66.595768
2007-04-05,3.457143,66.718875
2007-04-09,3.477143,66.71595
2007-04-10,3.551429,67.101583
2007-04-11,3.514286,67.180102
2007-04-12,3.514286,67.085251
2007-04-13,3.514286,67.53032
2007-04-16,3.502857,67.998673
2007-04-17,3.422857,68.146529
2007-04-18,3.1,68.220083
2007-04-19,3.072857,67.540723
2007-04-20,3.157143,68.481124
2007-04-23,3.104286,68.21139
2007-04-24,3.088571,68.180922
2007-04-25,3.08,67.744276
2007-04-26,3.161429,66.653787
2007-04-27,3.172857,67.098862
2007-04-30,3.167143,67.047122
2007-05-01,3.164286,66.709557
2007-05-02,3.158571,66.302648
2007-05-03,3.184286,66.767542
2007-05-04,3.165714,68.21321
2007-05-07,3.174286,68.210967
2007-05-08,3.162857,67.759602
2007-05-09,3.158571,67.635064
2007-05-10,3.13,66.693474
2007-05-11,3.151429,66.247077
2007-05-14,3.137143,66.363743
2007-05-15,3.107143,67.635064
2007-05-16,3.102857,66.119651
2007-05-17,3.117143,65.029519
2007-05-18,3.134286,65.053566
2007-05-21,3.214286,65.150464
2007-05-22,3.285714,65.5459
2007-05-23,3.312857,65.550134
2007-05-24,3.22,65.247351
2007-05-25,3.217143,64.880198
2007-05-29,3.121429,67.540723
2007-05-30,3.151429,64.61419
2007-05-31,3.128571,65.252276
2007-06-01,3.081429,65.984438
2007-06-04,3.068571,66.437838
2007-06-05,3.055714,66.476724
2007-06-06,3.228571,66.29773
2007-06-07,3.418571,66.202918
2007-06-08,3.347143,64.865644
2007-06-11,3.132857,64.373442
2007-06-12,2.868571,64.070775
2007-06-13,2.774286,64.109674
2007-06-14,2.74,64.663393
2007-06-15,2.815714,64.647833
2007-06-18,2.86,64.932819
2007-06-19,2.847143,64.961808
2007-06-20,2.792857,65.099702
2007-06-21,2.855714,64.386162
2007-06-22,2.811429,64.618115
2007-06-25,2.802857,64.408083
2007-06-26,2.788571,64.036113
2007-06-27,2.968571,63.55029
2007-06-28,2.835714,64.059466
2007-06-29,2.77,64.380528
2007-07-02,2.782857,64.79918
2007-07-03,2.824286,64.748968
2007-07-05,2.831429,64.425784
2007-07-06,2.912857,64.202393
2007-07-09,2.918571,65.437422
2007-07-10,2.874286,65.481242
2007-07-11,2.858571,65.609186
2007-07-12,2.872857,66.029094
2007-07-13,2.877143,65.954142
2007-07-16,2.865714,65.902488
2007-07-17,2.887143,65.951251
2007-07-18,2.874286,65.975271
2007-07-19,2.848571,66.741571
2007-07-20,2.804286,67.443529
2007-07-23,2.467143,67.4809
2007-07-24,2.295714,67.707792
2007-07-25,2.385714,66.761883
2007-07-26,2.548571,66.291043
2007-07-27,2.442857,65.350098
2007-07-30,2.484286,65.44692
2007-07-31,2.461429,65.842084
2007-08-01,2.451429,65.866105
2007-08-02,2.444286,65.914868
2007-08-03,2.367143,66.334626
2007-08-06,2.422857,66.431382
2007-08-07,2.478571,66.084376
2007-08-08,2.567143,66.825675
2007-08-09,2.538571,65.548662
2007-08-10,2.555714,66.131669
2007-08-13,2.48,66.154229
2007-08-14,2.494286,66.11393
2007-08-15,2.491429,66.004375
2007-08-16,2.414286,65.508969
2007-08-17,2.462857,65.038303
2007-08-20,2.452857,65.234037
2007-08-21,2.471429,65.03545
2007-08-22,2.49,65.23261
2007-08-23,2.464286,65.355565
2007-08-24,2.542857,65.364743
2007-08-27,2.448571,65.362594
2007-08-28,2.425714,65.871399
2007-08-29,2.5,65.697539
2007-08-30,2.457143,65.869957
2007-08-31,2.502857,66.462852
2007-09-04,2.591429,67.127758
2007-09-05,2.56,67.275427
2007-09-06,2.57,68.056278
2007-09-07,2.577143,69.326448
2007-09-10,2.485714,69.571429
2007-09-11,2.524286,69.634954
2007-09-12,2.48,69.817162
2007-09-13,2.477143,69.668042
2007-09-14,2.531429,70.839285
2007-09-17,2.63,71.09905
2007-09-18,2.747143,70.677931
2007-09-19,2.805714,71.70575
2007-09-20,2.782857,72.629708
2007-09-21,2.741429,72.87617
2007-09-24,2.755714,72.181452
2007-09-25,3.001429,72.032307
2007-09-26,3.134286,72.649662
2007-09-27,3.051429,72.352156
2007-09-28,2.964286,73.464023
2007-10-01,3.031429,73.412156
2007-10-02,3.028571,72.273966
2007-10-03,3.011429,72.198997
2007-10-04,3.02,71.728561
2007-10-05,3.142857,72.914245
2007-10-08,3.181429,72.541076
2007-10-09,3.255714,72.762744
2007-10-10,3.345714,73.281027
2007-10-11,3.272857,74.046484
2007-10-12,3.285714,74.095109
2007-10-15,3.422857,75.017128
2007-10-16,3.424286,74.808674
2007-10-17,3.468571,75.376369
2007-10-18,3.432857,75.538682
2007-10-19,3.32,75.424152
2007-10-22,3.287143,74.259924
2007-10-23,3.712857,74.951215
2007-10-24,3.607143,74.87624
2007-10-25,3.618571,75.864141
2007-10-26,3.602857,77.015168
2007-10-29,3.767143,77.93709
2007-10-30,3.777143,77.417158
2007-10-31,3.781429,78.034259
2007-11-01,3.755714,78.107558
2007-11-02,3.751429,78.724652
2007-11-05,3.787143,79.537758
2007-11-06,3.89,81.291865
2007-11-07,3.84,82.477081
2007-11-08,3.884286,83.128536
2007-11-09,3.607143,82.17874
2007-11-12,3.501429,79.41
2007-11-13,3.63,79.481717
2007-11-14,3.548571,80.395139
2007-11-15,3.437143,78.466828
2007-11-16,3.4,78.045888
2007-11-19,3.315714,76.965938
2007-11-20,3.232857,78.610823
2007-11-21,3.078571,78.857068
2007-11-23,3.107143,80.560368
2007-11-26,3.067143,82.015647
2007-11-27,3.191429,80.112031
2007-11-28,3.287143,79.22158
2007-11-29,3.302857,78.504111
2007-11-30,3.3,77.415994
2007-12-03,3.397143,77.48758
2007-12-04,3.392857,78.796387
2007-12-05,3.418571,78.350879
2007-12-06,3.414286,79.189904
2007-12-07,3.367143,78.299747
2007-12-10,3.355714,79.976942
2007-12-11,3.328571,79.901958
2007-12-12,3.308571,80.419833
2007-12-13,3.291429,79.104784
2007-12-14,3.36,77.997249
2007-12-17,3.3,78.118197
2007-12-18,3.454286,79.45127
2007-12-19,3.552857,79.005756
2007-12-20,3.891429,78.560247
2007-12-21,4.014286,80.066232
2007-12-24,3.987143,80.038897
2007-12-26,4.1,80.037143
2007-12-27,3.921429,81.888936
2007-12-28,3.847143,82.357382
2007-12-31,3.802857,82.626399
2008-01-02,3.764286,83.637381
2008-01-03,3.724286,84.832054
2008-01-04,3.515714,84.45071
2008-01-07,3.554286,84.867871
2008-01-08,3.328571,86.27451
2008-01-09,3.285714,86.619284
2008-01-10,3.528571,87.334466
2008-01-11,3.344286,88.000252
2008-01-14,3.252857,89.083903
2008-01-15,3.15,90.169468
2008-01-16,3.152857,87.871926
2008-01-17,3.11,87.722798
2008-01-18,3.121429,87.10448
2008-01-22,3.175714,86.409232
2008-01-23,3.394286,87.717085
2008-01-24,3.134286,89.790441
2008-01-25,3.11,90.67845
2008-01-28,3.284286,91.021188
2008-01-29,3.308571,91.291828
2008-01-30,3.277143,90.747554
2008-01-31,3.592857,91.166362
2008-02-01,3.627143,90.325758
2008-02-04,3.698571,88.248472
2008-02-05,3.608571,87.630355
2008-02-06,3.717143,89.159926
2008-02-07,3.835714,88.838031
2008-02-08,3.84,90.466332
2008-02-11,3.841429,90.63616
2008-02-12,3.842857,90.536423
2008-02-13,3.901429,88.75804
2008-02-14,3.821429,89.448275
2008-02-15,3.8,90.08913
2008-02-19,3.827143,91.220746
2008-02-20,3.924286,90.824771
2008-02-21,3.981429,93.292374
2008-02-22,3.971429,93.093864
2008-02-25,4.0,92.572397
2008-02-26,4.142857,92.497325
2008-02-27,4.632857,94.718042
2008-02-28,4.505714,94.74169
2008-02-29,4.511429,95.900889
2008-03-03,4.42,97.576376
2008-03-04,4.502857,97.20502
2008-03-05,4.585714,96.191838
